,연도,일시,측정소,PM2.5
10064,4,03-01 08:00,논산,0.16010661
10065,4,03-01 09:00,논산,0.18040243
10066,4,03-01 10:00,논산,0.1786757
10067,4,03-01 11:00,논산,0.18055505
10068,4,03-01 12:00,논산,0.16061106
10069,4,03-01 13:00,논산,0.15238693
10070,4,03-01 14:00,논산,0.14759332
10071,4,03-01 15:00,논산,0.15141785
10072,4,03-01 16:00,논산,0.13644053
10073,4,03-01 17:00,논산,0.12370328
10074,4,03-01 18:00,논산,0.12357677
10075,4,03-01 19:00,논산,0.11911861
10076,4,03-01 20:00,논산,0.11805763
10077,4,03-01 21:00,논산,0.123135045
10078,4,03-01 22:00,논산,0.120053545
10079,4,03-01 23:00,논산,0.1251251
10080,4,03-04 00:00,논산,0.10131193
10081,4,03-04 01:00,논산,0.10378549
10082,4,03-04 02:00,논산,0.107100055
10083,4,03-04 03:00,논산,0.102740146
10084,4,03-04 04:00,논산,0.10046222
10085,4,03-04 05:00,논산,0.100216985
10086,4,03-04 06:00,논산,0.10660543
10087,4,03-04 07:00,논산,0.121044494
10088,4,03-04 08:00,논산,0.12820898
10089,4,03-04 09:00,논산,0.13743755
10090,4,03-04 10:00,논산,0.13554005
10091,4,03-04 11:00,논산,0.12453937
10092,4,03-04 12:00,논산,0.12348752
10093,4,03-04 13:00,논산,0.111827366
10094,4,03-04 14:00,논산,0.11111014
10095,4,03-04 15:00,논산,0.11496903
10096,4,03-04 16:00,논산,0.105203286
10097,4,03-04 17:00,논산,0.1027095
10098,4,03-04 18:00,논산,0.10102239
10099,4,03-04 19:00,논산,0.09718727
10100,4,03-04 20:00,논산,0.097569615
10101,4,03-04 21:00,논산,0.09500202
10102,4,03-04 22:00,논산,0.09690242
10103,4,03-04 23:00,논산,0.09942591
10104,4,03-05 00:00,논산,0.10131193
10105,4,03-05 01:00,논산,0.10378549
10106,4,03-05 02:00,논산,0.107100055
10107,4,03-05 03:00,논산,0.102740146
10108,4,03-05 04:00,논산,0.10046222
10109,4,03-05 05:00,논산,0.100216985
10110,4,03-05 06:00,논산,0.10660543
10111,4,03-05 07:00,논산,0.121044494
10112,4,03-05 08:00,논산,0.12820898
10113,4,03-05 09:00,논산,0.13743755
10114,4,03-05 10:00,논산,0.13554005
10115,4,03-05 11:00,논산,0.12453937
10116,4,03-05 12:00,논산,0.12348752
10117,4,03-05 13:00,논산,0.111827366
10118,4,03-05 14:00,논산,0.11111014
10119,4,03-05 15:00,논산,0.11496903
10120,4,03-05 16:00,논산,0.105203286
10121,4,03-05 17:00,논산,0.1027095
10122,4,03-05 18:00,논산,0.10102239
10123,4,03-05 19:00,논산,0.09718727
10124,4,03-05 20:00,논산,0.097569615
10125,4,03-05 21:00,논산,0.09500202
10126,4,03-05 22:00,논산,0.09690242
10127,4,03-05 23:00,논산,0.09942591
10128,4,03-06 00:00,논산,0.10131193
10129,4,03-06 01:00,논산,0.10378549
10130,4,03-06 02:00,논산,0.107100055
10131,4,03-06 03:00,논산,0.102740146
10132,4,03-06 04:00,논산,0.10046222
10133,4,03-06 05:00,논산,0.100216985
10134,4,03-06 06:00,논산,0.10660543
10135,4,03-06 07:00,논산,0.121044494
10136,4,03-06 08:00,논산,0.12820898
10137,4,03-06 09:00,논산,0.13743755
10138,4,03-06 10:00,논산,0.13554005
10139,4,03-06 11:00,논산,0.12453937
10140,4,03-06 12:00,논산,0.12348752
10141,4,03-06 13:00,논산,0.111827366
10142,4,03-06 14:00,논산,0.11111014
10143,4,03-06 15:00,논산,0.11496903
10144,4,03-06 16:00,논산,0.105203286
10145,4,03-06 17:00,논산,0.1027095
10146,4,03-06 18:00,논산,0.10102239
10147,4,03-06 19:00,논산,0.09718727
10148,4,03-06 20:00,논산,0.097569615
10149,4,03-06 21:00,논산,0.09500202
10150,4,03-06 22:00,논산,0.09690242
10151,4,03-06 23:00,논산,0.09942591
10152,4,03-09 00:00,논산,0.10575169
10153,4,03-09 01:00,논산,0.09933764
10154,4,03-09 02:00,논산,0.097408436
10155,4,03-09 03:00,논산,0.09258954
10156,4,03-09 04:00,논산,0.089528725
10157,4,03-09 05:00,논산,0.08822539
10158,4,03-09 06:00,논산,0.09506013
10159,4,03-09 07:00,논산,0.11906784
10160,4,03-09 08:00,논산,0.14908709
10161,4,03-09 09:00,논산,0.14599405
10162,4,03-09 10:00,논산,0.13956282
10163,4,03-09 11:00,논산,0.11114474
10164,4,03-09 12:00,논산,0.09692569
10165,4,03-09 13:00,논산,0.09203254
10166,4,03-09 14:00,논산,0.10993479
10167,4,03-09 15:00,논산,0.11393492
10168,4,03-09 16:00,논산,0.11941118
10169,4,03-09 17:00,논산,0.1031603
10170,4,03-09 18:00,논산,0.10350075
10171,4,03-09 19:00,논산,0.105764076
10172,4,03-09 20:00,논산,0.11734471
10173,4,03-09 21:00,논산,0.11296593
10174,4,03-09 22:00,논산,0.110298425
10175,4,03-09 23:00,논산,0.107862554
10176,4,03-10 00:00,논산,0.10575169
10177,4,03-10 01:00,논산,0.09933764
10178,4,03-10 02:00,논산,0.097408436
10179,4,03-10 03:00,논산,0.09258954
10180,4,03-10 04:00,논산,0.089528725
10181,4,03-10 05:00,논산,0.08822539
10182,4,03-10 06:00,논산,0.09506013
10183,4,03-10 07:00,논산,0.11906784
10184,4,03-10 08:00,논산,0.14908709
10185,4,03-10 09:00,논산,0.14599405
10186,4,03-10 10:00,논산,0.13956282
10187,4,03-10 11:00,논산,0.11114474
10188,4,03-10 12:00,논산,0.09692569
10189,4,03-10 13:00,논산,0.09203254
10190,4,03-10 14:00,논산,0.10993479
10191,4,03-10 15:00,논산,0.11393492
10192,4,03-10 16:00,논산,0.11941118
10193,4,03-10 17:00,논산,0.1031603
10194,4,03-10 18:00,논산,0.10350075
10195,4,03-10 19:00,논산,0.105764076
10196,4,03-10 20:00,논산,0.11734471
10197,4,03-10 21:00,논산,0.11296593
10198,4,03-10 22:00,논산,0.110298425
10199,4,03-10 23:00,논산,0.107862554
10200,4,03-11 00:00,논산,0.10575169
10201,4,03-11 01:00,논산,0.09933764
10202,4,03-11 02:00,논산,0.097408436
10203,4,03-11 03:00,논산,0.09258954
10204,4,03-11 04:00,논산,0.089528725
10205,4,03-11 05:00,논산,0.08822539
10206,4,03-11 06:00,논산,0.09506013
10207,4,03-11 07:00,논산,0.11906784
10208,4,03-11 08:00,논산,0.14908709
10209,4,03-11 09:00,논산,0.14599405
10210,4,03-11 10:00,논산,0.13956282
10211,4,03-11 11:00,논산,0.11114474
10212,4,03-11 12:00,논산,0.09692569
10213,4,03-11 13:00,논산,0.09203254
10214,4,03-11 14:00,논산,0.10993479
10215,4,03-11 15:00,논산,0.11393492
10216,4,03-11 16:00,논산,0.11941118
10217,4,03-11 17:00,논산,0.1031603
10218,4,03-11 18:00,논산,0.10350075
10219,4,03-11 19:00,논산,0.105764076
10220,4,03-11 20:00,논산,0.11734471
10221,4,03-11 21:00,논산,0.11296593
10222,4,03-11 22:00,논산,0.110298425
10223,4,03-11 23:00,논산,0.107862554
10224,4,03-14 00:00,논산,0.10713453
10225,4,03-14 01:00,논산,0.106845826
10226,4,03-14 02:00,논산,0.11174837
10227,4,03-14 03:00,논산,0.10581109
10228,4,03-14 04:00,논산,0.0990551
10229,4,03-14 05:00,논산,0.09882708
10230,4,03-14 06:00,논산,0.10673067
10231,4,03-14 07:00,논산,0.12425922
10232,4,03-14 08:00,논산,0.1676453
10233,4,03-14 09:00,논산,0.17737857
10234,4,03-14 10:00,논산,0.17071116
10235,4,03-14 11:00,논산,0.12981176
10236,4,03-14 12:00,논산,0.11172502
10237,4,03-14 13:00,논산,0.10596748
10238,4,03-14 14:00,논산,0.12674545
10239,4,03-14 15:00,논산,0.13213795
10240,4,03-14 16:00,논산,0.12412917
10241,4,03-14 17:00,논산,0.106846556
10242,4,03-14 18:00,논산,0.10971054
10243,4,03-14 19:00,논산,0.11002597
10244,4,03-14 20:00,논산,0.11021936
10245,4,03-14 21:00,논산,0.10890971
10246,4,03-14 22:00,논산,0.10575452
10247,4,03-14 23:00,논산,0.10673813
10248,4,03-15 00:00,논산,0.10713453
10249,4,03-15 01:00,논산,0.106845826
10250,4,03-15 02:00,논산,0.11174837
10251,4,03-15 03:00,논산,0.10581109
10252,4,03-15 04:00,논산,0.0990551
10253,4,03-15 05:00,논산,0.09882708
10254,4,03-15 06:00,논산,0.10673067
10255,4,03-15 07:00,논산,0.12425922
10256,4,03-15 08:00,논산,0.1676453
10257,4,03-15 09:00,논산,0.17737857
10258,4,03-15 10:00,논산,0.17071116
10259,4,03-15 11:00,논산,0.12981176
10260,4,03-15 12:00,논산,0.11172502
10261,4,03-15 13:00,논산,0.10596748
10262,4,03-15 14:00,논산,0.12674545
10263,4,03-15 15:00,논산,0.13213795
10264,4,03-15 16:00,논산,0.12412917
10265,4,03-15 17:00,논산,0.106846556
10266,4,03-15 18:00,논산,0.10971054
10267,4,03-15 19:00,논산,0.11002597
10268,4,03-15 20:00,논산,0.11021936
10269,4,03-15 21:00,논산,0.10890971
10270,4,03-15 22:00,논산,0.10575452
10271,4,03-15 23:00,논산,0.10673813
10272,4,03-16 00:00,논산,0.10713453
10273,4,03-16 01:00,논산,0.106845826
10274,4,03-16 02:00,논산,0.11174837
10275,4,03-16 03:00,논산,0.10581109
10276,4,03-16 04:00,논산,0.0990551
10277,4,03-16 05:00,논산,0.09882708
10278,4,03-16 06:00,논산,0.10673067
10279,4,03-16 07:00,논산,0.12425922
10280,4,03-16 08:00,논산,0.1676453
10281,4,03-16 09:00,논산,0.17737857
10282,4,03-16 10:00,논산,0.17071116
10283,4,03-16 11:00,논산,0.12981176
10284,4,03-16 12:00,논산,0.11172502
10285,4,03-16 13:00,논산,0.10596748
10286,4,03-16 14:00,논산,0.12674545
10287,4,03-16 15:00,논산,0.13213795
10288,4,03-16 16:00,논산,0.12412917
10289,4,03-16 17:00,논산,0.106846556
10290,4,03-16 18:00,논산,0.10971054
10291,4,03-16 19:00,논산,0.11002597
10292,4,03-16 20:00,논산,0.11021936
10293,4,03-16 21:00,논산,0.10890971
10294,4,03-16 22:00,논산,0.10575452
10295,4,03-16 23:00,논산,0.10673813
10296,4,03-19 00:00,논산,0.09917312
10297,4,03-19 01:00,논산,0.09835797
10298,4,03-19 02:00,논산,0.1003359
10299,4,03-19 03:00,논산,0.091035426
10300,4,03-19 04:00,논산,0.0859172
10301,4,03-19 05:00,논산,0.08707188
10302,4,03-19 06:00,논산,0.09342666
10303,4,03-19 07:00,논산,0.11530861
10304,4,03-19 08:00,논산,0.1542672
10305,4,03-19 09:00,논산,0.17768335
10306,4,03-19 10:00,논산,0.174503
10307,4,03-19 11:00,논산,0.13366657
10308,4,03-19 12:00,논산,0.115518056
10309,4,03-19 13:00,논산,0.111023
10310,4,03-19 14:00,논산,0.1318599
10311,4,03-19 15:00,논산,0.1368952
10312,4,03-19 16:00,논산,0.11871439
10313,4,03-19 17:00,논산,0.10179422
10314,4,03-19 18:00,논산,0.1020937
10315,4,03-19 19:00,논산,0.103531644
10316,4,03-19 20:00,논산,0.10292017
10317,4,03-19 21:00,논산,0.1000212
10318,4,03-19 22:00,논산,0.09631756
10319,4,03-19 23:00,논산,0.09858022
10320,4,03-20 00:00,논산,0.09917312
10321,4,03-20 01:00,논산,0.09835797
10322,4,03-20 02:00,논산,0.1003359
10323,4,03-20 03:00,논산,0.091035426
10324,4,03-20 04:00,논산,0.0859172
10325,4,03-20 05:00,논산,0.08707188
10326,4,03-20 06:00,논산,0.09342666
10327,4,03-20 07:00,논산,0.11530861
10328,4,03-20 08:00,논산,0.1542672
10329,4,03-20 09:00,논산,0.17768335
10330,4,03-20 10:00,논산,0.174503
10331,4,03-20 11:00,논산,0.13366657
10332,4,03-20 12:00,논산,0.115518056
10333,4,03-20 13:00,논산,0.111023
10334,4,03-20 14:00,논산,0.1318599
10335,4,03-20 15:00,논산,0.1368952
10336,4,03-20 16:00,논산,0.11871439
10337,4,03-20 17:00,논산,0.10179422
10338,4,03-20 18:00,논산,0.1020937
10339,4,03-20 19:00,논산,0.103531644
10340,4,03-20 20:00,논산,0.10292017
10341,4,03-20 21:00,논산,0.1000212
10342,4,03-20 22:00,논산,0.09631756
10343,4,03-20 23:00,논산,0.09858022
10344,4,03-21 00:00,논산,0.09917312
10345,4,03-21 01:00,논산,0.09835797
10346,4,03-21 02:00,논산,0.1003359
10347,4,03-21 03:00,논산,0.091035426
10348,4,03-21 04:00,논산,0.0859172
10349,4,03-21 05:00,논산,0.08707188
10350,4,03-21 06:00,논산,0.09342666
10351,4,03-21 07:00,논산,0.11530861
10352,4,03-21 08:00,논산,0.1542672
10353,4,03-21 09:00,논산,0.17768335
10354,4,03-21 10:00,논산,0.174503
10355,4,03-21 11:00,논산,0.13366657
10356,4,03-21 12:00,논산,0.115518056
10357,4,03-21 13:00,논산,0.111023
10358,4,03-21 14:00,논산,0.1318599
10359,4,03-21 15:00,논산,0.1368952
10360,4,03-21 16:00,논산,0.11871439
10361,4,03-21 17:00,논산,0.10179422
10362,4,03-21 18:00,논산,0.1020937
10363,4,03-21 19:00,논산,0.103531644
10364,4,03-21 20:00,논산,0.10292017
10365,4,03-21 21:00,논산,0.1000212
10366,4,03-21 22:00,논산,0.09631756
10367,4,03-21 23:00,논산,0.09858022
10368,4,03-24 00:00,논산,0.12401136
10369,4,03-24 01:00,논산,0.121676594
10370,4,03-24 02:00,논산,0.1209852
10371,4,03-24 03:00,논산,0.114305206
10372,4,03-24 04:00,논산,0.10465764
10373,4,03-24 05:00,논산,0.10396245
10374,4,03-24 06:00,논산,0.11090973
10375,4,03-24 07:00,논산,0.13806334
10376,4,03-24 08:00,논산,0.17728676
10377,4,03-24 09:00,논산,0.18282478
10378,4,03-24 10:00,논산,0.17919777
10379,4,03-24 11:00,논산,0.14817016
10380,4,03-24 12:00,논산,0.13098094
10381,4,03-24 13:00,논산,0.120002955
10382,4,03-24 14:00,논산,0.1340702
10383,4,03-24 15:00,논산,0.13288619
10384,4,03-24 16:00,논산,0.1352225
10385,4,03-24 17:00,논산,0.12911943
10386,4,03-24 18:00,논산,0.12844758
10387,4,03-24 19:00,논산,0.1294098
10388,4,03-24 20:00,논산,0.12371853
10389,4,03-24 21:00,논산,0.12401826
10390,4,03-24 22:00,논산,0.12132426
10391,4,03-24 23:00,논산,0.12340506
10392,4,03-25 00:00,논산,0.12401136
10393,4,03-25 01:00,논산,0.121676594
10394,4,03-25 02:00,논산,0.1209852
10395,4,03-25 03:00,논산,0.114305206
10396,4,03-25 04:00,논산,0.10465764
10397,4,03-25 05:00,논산,0.10396245
10398,4,03-25 06:00,논산,0.11090973
10399,4,03-25 07:00,논산,0.13806334
10400,4,03-25 08:00,논산,0.17728676
10401,4,03-25 09:00,논산,0.18282478
10402,4,03-25 10:00,논산,0.17919777
10403,4,03-25 11:00,논산,0.14817016
10404,4,03-25 12:00,논산,0.13098094
10405,4,03-25 13:00,논산,0.120002955
10406,4,03-25 14:00,논산,0.1340702
10407,4,03-25 15:00,논산,0.13288619
10408,4,03-25 16:00,논산,0.1352225
10409,4,03-25 17:00,논산,0.12911943
10410,4,03-25 18:00,논산,0.12844758
10411,4,03-25 19:00,논산,0.1294098
10412,4,03-25 20:00,논산,0.12371853
10413,4,03-25 21:00,논산,0.12401826
10414,4,03-25 22:00,논산,0.12132426
10415,4,03-25 23:00,논산,0.12340506
10416,4,03-26 00:00,논산,0.12401136
10417,4,03-26 01:00,논산,0.121676594
10418,4,03-26 02:00,논산,0.1209852
10419,4,03-26 03:00,논산,0.114305206
10420,4,03-26 04:00,논산,0.10465764
10421,4,03-26 05:00,논산,0.10396245
10422,4,03-26 06:00,논산,0.11090973
10423,4,03-26 07:00,논산,0.13806334
10424,4,03-26 08:00,논산,0.17728676
10425,4,03-26 09:00,논산,0.18282478
10426,4,03-26 10:00,논산,0.17919777
10427,4,03-26 11:00,논산,0.14817016
10428,4,03-26 12:00,논산,0.13098094
10429,4,03-26 13:00,논산,0.120002955
10430,4,03-26 14:00,논산,0.1340702
10431,4,03-26 15:00,논산,0.13288619
10432,4,03-26 16:00,논산,0.1352225
10433,4,03-26 17:00,논산,0.12911943
10434,4,03-26 18:00,논산,0.12844758
10435,4,03-26 19:00,논산,0.1294098
10436,4,03-26 20:00,논산,0.12371853
10437,4,03-26 21:00,논산,0.12401826
10438,4,03-26 22:00,논산,0.12132426
10439,4,03-26 23:00,논산,0.12340506
10440,4,03-29 00:00,논산,0.111189745
10441,4,03-29 01:00,논산,0.103750326
10442,4,03-29 02:00,논산,0.10413849
10443,4,03-29 03:00,논산,0.09848651
10444,4,03-29 04:00,논산,0.09297054
10445,4,03-29 05:00,논산,0.08896933
10446,4,03-29 06:00,논산,0.0917614
10447,4,03-29 07:00,논산,0.1134691
10448,4,03-29 08:00,논산,0.15972136
10449,4,03-29 09:00,논산,0.17872705
10450,4,03-29 10:00,논산,0.19684243
10451,4,03-29 11:00,논산,0.17483042
10452,4,03-29 12:00,논산,0.1694351
10453,4,03-29 13:00,논산,0.15347813
10454,4,03-29 14:00,논산,0.15717943
10455,4,03-29 15:00,논산,0.13425323
10456,4,03-29 16:00,논산,0.123463884
10457,4,03-29 17:00,논산,0.105409496
10458,4,03-29 18:00,논산,0.10384276
10459,4,03-29 19:00,논산,0.11105042
10460,4,03-29 20:00,논산,0.11227663
10461,4,03-29 21:00,논산,0.11056018
10462,4,03-29 22:00,논산,0.10659837
10463,4,03-29 23:00,논산,0.10630037
10464,4,03-30 00:00,논산,0.111189745
10465,4,03-30 01:00,논산,0.103750326
10466,4,03-30 02:00,논산,0.10413849
10467,4,03-30 03:00,논산,0.09848651
10468,4,03-30 04:00,논산,0.09297054
10469,4,03-30 05:00,논산,0.08896933
10470,4,03-30 06:00,논산,0.0917614
10471,4,03-30 07:00,논산,0.1134691
10472,4,03-30 08:00,논산,0.15972136
10473,4,03-30 09:00,논산,0.17872705
10474,4,03-30 10:00,논산,0.19684243
10475,4,03-30 11:00,논산,0.17483042
10476,4,03-30 12:00,논산,0.1694351
10477,4,03-30 13:00,논산,0.15347813
10478,4,03-30 14:00,논산,0.15717943
10479,4,03-30 15:00,논산,0.13425323
10480,4,03-30 16:00,논산,0.123463884
10481,4,03-30 17:00,논산,0.105409496
10482,4,03-30 18:00,논산,0.10384276
10483,4,03-30 19:00,논산,0.11105042
10484,4,03-30 20:00,논산,0.11227663
10485,4,03-30 21:00,논산,0.11056018
10486,4,03-30 22:00,논산,0.10659837
10487,4,03-30 23:00,논산,0.10630037
10488,4,03-31 00:00,논산,0.111189745
10489,4,03-31 01:00,논산,0.103750326
10490,4,03-31 02:00,논산,0.10413849
10491,4,03-31 03:00,논산,0.09848651
10492,4,03-31 04:00,논산,0.09297054
10493,4,03-31 05:00,논산,0.08896933
10494,4,03-31 06:00,논산,0.0917614
10495,4,03-31 07:00,논산,0.1134691
10496,4,03-31 08:00,논산,0.15972136
10497,4,03-31 09:00,논산,0.17872705
10498,4,03-31 10:00,논산,0.19684243
10499,4,03-31 11:00,논산,0.17483042
10500,4,03-31 12:00,논산,0.1694351
10501,4,03-31 13:00,논산,0.15347813
10502,4,03-31 14:00,논산,0.15717943
10503,4,03-31 15:00,논산,0.13425323
10504,4,03-31 16:00,논산,0.123463884
10505,4,03-31 17:00,논산,0.105409496
10506,4,03-31 18:00,논산,0.10384276
10507,4,03-31 19:00,논산,0.11105042
10508,4,03-31 20:00,논산,0.11227663
10509,4,03-31 21:00,논산,0.11056018
10510,4,03-31 22:00,논산,0.10659837
10511,4,03-31 23:00,논산,0.10630037
10512,4,04-03 00:00,논산,0.066452675
10513,4,04-03 01:00,논산,0.05686957
10514,4,04-03 02:00,논산,0.05330203
10515,4,04-03 03:00,논산,0.063277885
10516,4,04-03 04:00,논산,0.052810967
10517,4,04-03 05:00,논산,0.04727622
10518,4,04-03 06:00,논산,0.04549771
10519,4,04-03 07:00,논산,0.040270958
10520,4,04-03 08:00,논산,0.050434444
10521,4,04-03 09:00,논산,0.050889634
10522,4,04-03 10:00,논산,0.047425803
10523,4,04-03 11:00,논산,0.041940693
10524,4,04-03 12:00,논산,0.04924838
10525,4,04-03 13:00,논산,0.041328095
10526,4,04-03 14:00,논산,0.044824168
10527,4,04-03 15:00,논산,0.04589889
10528,4,04-03 16:00,논산,0.043614663
10529,4,04-03 17:00,논산,0.03824972
10530,4,04-03 18:00,논산,0.04399006
10531,4,04-03 19:00,논산,0.052064296
10532,4,04-03 20:00,논산,0.059763987
10533,4,04-03 21:00,논산,0.067807294
10534,4,04-03 22:00,논산,0.060169417
10535,4,04-03 23:00,논산,0.063060485
10536,4,04-04 00:00,논산,0.066452675
10537,4,04-04 01:00,논산,0.05686957
10538,4,04-04 02:00,논산,0.05330203
10539,4,04-04 03:00,논산,0.063277885
10540,4,04-04 04:00,논산,0.052810967
10541,4,04-04 05:00,논산,0.04727622
10542,4,04-04 06:00,논산,0.04549771
10543,4,04-04 07:00,논산,0.040270958
10544,4,04-04 08:00,논산,0.050434444
10545,4,04-04 09:00,논산,0.050889634
10546,4,04-04 10:00,논산,0.047425803
10547,4,04-04 11:00,논산,0.041940693
10548,4,04-04 12:00,논산,0.04924838
10549,4,04-04 13:00,논산,0.041328095
10550,4,04-04 14:00,논산,0.044824168
10551,4,04-04 15:00,논산,0.04589889
10552,4,04-04 16:00,논산,0.043614663
10553,4,04-04 17:00,논산,0.03824972
10554,4,04-04 18:00,논산,0.04399006
10555,4,04-04 19:00,논산,0.052064296
10556,4,04-04 20:00,논산,0.059763987
10557,4,04-04 21:00,논산,0.067807294
10558,4,04-04 22:00,논산,0.060169417
10559,4,04-04 23:00,논산,0.063060485
10560,4,04-05 00:00,논산,0.066452675
10561,4,04-05 01:00,논산,0.05686957
10562,4,04-05 02:00,논산,0.05330203
10563,4,04-05 03:00,논산,0.063277885
10564,4,04-05 04:00,논산,0.052810967
10565,4,04-05 05:00,논산,0.04727622
10566,4,04-05 06:00,논산,0.04549771
10567,4,04-05 07:00,논산,0.040270958
10568,4,04-05 08:00,논산,0.050434444
10569,4,04-05 09:00,논산,0.050889634
10570,4,04-05 10:00,논산,0.047425803
10571,4,04-05 11:00,논산,0.041940693
10572,4,04-05 12:00,논산,0.04924838
10573,4,04-05 13:00,논산,0.041328095
10574,4,04-05 14:00,논산,0.044824168
10575,4,04-05 15:00,논산,0.04589889
10576,4,04-05 16:00,논산,0.043614663
10577,4,04-05 17:00,논산,0.03824972
10578,4,04-05 18:00,논산,0.04399006
10579,4,04-05 19:00,논산,0.052064296
10580,4,04-05 20:00,논산,0.059763987
10581,4,04-05 21:00,논산,0.067807294
10582,4,04-05 22:00,논산,0.060169417
10583,4,04-05 23:00,논산,0.063060485
10584,4,04-08 00:00,논산,0.084518276
10585,4,04-08 01:00,논산,0.08331235
10586,4,04-08 02:00,논산,0.06998238
10587,4,04-08 03:00,논산,0.070202984
10588,4,04-08 04:00,논산,0.0678629
10589,4,04-08 05:00,논산,0.08164074
10590,4,04-08 06:00,논산,0.08941519
10591,4,04-08 07:00,논산,0.09884618
10592,4,04-08 08:00,논산,0.12192649
10593,4,04-08 09:00,논산,0.16956323
10594,4,04-08 10:00,논산,0.17402016
10595,4,04-08 11:00,논산,0.17565177
10596,4,04-08 12:00,논산,0.1599768
10597,4,04-08 13:00,논산,0.15419452
10598,4,04-08 14:00,논산,0.14705057
10599,4,04-08 15:00,논산,0.14153983
10600,4,04-08 16:00,논산,0.094513565
10601,4,04-08 17:00,논산,0.081887744
10602,4,04-08 18:00,논산,0.08614519
10603,4,04-08 19:00,논산,0.088310845
10604,4,04-08 20:00,논산,0.08869438
10605,4,04-08 21:00,논산,0.088603705
10606,4,04-08 22:00,논산,0.07596666
10607,4,04-08 23:00,논산,0.083115146
10608,4,04-09 00:00,논산,0.084518276
10609,4,04-09 01:00,논산,0.08331235
10610,4,04-09 02:00,논산,0.06998238
10611,4,04-09 03:00,논산,0.070202984
10612,4,04-09 04:00,논산,0.0678629
10613,4,04-09 05:00,논산,0.08164074
10614,4,04-09 06:00,논산,0.08941519
10615,4,04-09 07:00,논산,0.09884618
10616,4,04-09 08:00,논산,0.12192649
10617,4,04-09 09:00,논산,0.16956323
10618,4,04-09 10:00,논산,0.17402016
10619,4,04-09 11:00,논산,0.17565177
10620,4,04-09 12:00,논산,0.1599768
10621,4,04-09 13:00,논산,0.15419452
10622,4,04-09 14:00,논산,0.14705057
10623,4,04-09 15:00,논산,0.14153983
10624,4,04-09 16:00,논산,0.094513565
10625,4,04-09 17:00,논산,0.081887744
10626,4,04-09 18:00,논산,0.08614519
10627,4,04-09 19:00,논산,0.088310845
10628,4,04-09 20:00,논산,0.08869438
10629,4,04-09 21:00,논산,0.088603705
10630,4,04-09 22:00,논산,0.07596666
10631,4,04-09 23:00,논산,0.083115146
10632,4,04-10 00:00,논산,0.084518276
10633,4,04-10 01:00,논산,0.08331235
10634,4,04-10 02:00,논산,0.06998238
10635,4,04-10 03:00,논산,0.070202984
10636,4,04-10 04:00,논산,0.0678629
10637,4,04-10 05:00,논산,0.08164074
10638,4,04-10 06:00,논산,0.08941519
10639,4,04-10 07:00,논산,0.09884618
10640,4,04-10 08:00,논산,0.12192649
10641,4,04-10 09:00,논산,0.16956323
10642,4,04-10 10:00,논산,0.17402016
10643,4,04-10 11:00,논산,0.17565177
10644,4,04-10 12:00,논산,0.1599768
10645,4,04-10 13:00,논산,0.15419452
10646,4,04-10 14:00,논산,0.14705057
10647,4,04-10 15:00,논산,0.14153983
10648,4,04-10 16:00,논산,0.094513565
10649,4,04-10 17:00,논산,0.081887744
10650,4,04-10 18:00,논산,0.08614519
10651,4,04-10 19:00,논산,0.088310845
10652,4,04-10 20:00,논산,0.08869438
10653,4,04-10 21:00,논산,0.088603705
10654,4,04-10 22:00,논산,0.07596666
10655,4,04-10 23:00,논산,0.083115146
10656,4,04-13 00:00,논산,0.07807443
10657,4,04-13 01:00,논산,0.08079532
10658,4,04-13 02:00,논산,0.079906285
10659,4,04-13 03:00,논산,0.072565794
10660,4,04-13 04:00,논산,0.0696643
10661,4,04-13 05:00,논산,0.072525114
10662,4,04-13 06:00,논산,0.07703089
10663,4,04-13 07:00,논산,0.097824894
10664,4,04-13 08:00,논산,0.117971905
10665,4,04-13 09:00,논산,0.1508921
10666,4,04-13 10:00,논산,0.16159734
10667,4,04-13 11:00,논산,0.15700075
10668,4,04-13 12:00,논산,0.15137056
10669,4,04-13 13:00,논산,0.13638923
10670,4,04-13 14:00,논산,0.1306412
10671,4,04-13 15:00,논산,0.11694305
10672,4,04-13 16:00,논산,0.08888945
10673,4,04-13 17:00,논산,0.07998887
10674,4,04-13 18:00,논산,0.07799865
10675,4,04-13 19:00,논산,0.07414451
10676,4,04-13 20:00,논산,0.070903465
10677,4,04-13 21:00,논산,0.07199787
10678,4,04-13 22:00,논산,0.07107523
10679,4,04-13 23:00,논산,0.07307623
10680,4,04-14 00:00,논산,0.07807443
10681,4,04-14 01:00,논산,0.08079532
10682,4,04-14 02:00,논산,0.079906285
10683,4,04-14 03:00,논산,0.072565794
10684,4,04-14 04:00,논산,0.0696643
10685,4,04-14 05:00,논산,0.072525114
10686,4,04-14 06:00,논산,0.07703089
10687,4,04-14 07:00,논산,0.097824894
10688,4,04-14 08:00,논산,0.117971905
10689,4,04-14 09:00,논산,0.1508921
10690,4,04-14 10:00,논산,0.16159734
10691,4,04-14 11:00,논산,0.15700075
10692,4,04-14 12:00,논산,0.15137056
10693,4,04-14 13:00,논산,0.13638923
10694,4,04-14 14:00,논산,0.1306412
10695,4,04-14 15:00,논산,0.11694305
10696,4,04-14 16:00,논산,0.08888945
10697,4,04-14 17:00,논산,0.07998887
10698,4,04-14 18:00,논산,0.07799865
